dataset,seed,requested_kir,known_count,effective_kir,intent_count,registry_sha256
clinc150,42,0.6,90,0.6,150,428c309c35f1758fca26813e9e7579358861844fc8bd8b3f303405d554b3dfdd
clinc150,42,0.7,105,0.7,150,a67df8bce8d696bc3428e18fffe09ef0e9d63fdf219f9edda5c50b80d75a5f01
clinc150,42,0.75,112,0.7466666666666667,150,102adad2e81ab2bcb832ca07561ba7af614a5871e8b853ebb98a94840e23ea74
clinc150,42,0.8,120,0.8,150,50d45b86265f2ec1f6c2db9e6a803ba327823af4b655956a8162294aa478f834
clinc150,42,0.9,135,0.9,150,bf869e88d894d44f6f82af9da31f6d332b03509c9367a8f9d86ae157ff84153e
clinc150,5,0.1,15,0.1,150,f203d2a604d8ad1a5bdb9ae9e419049ac8ce85eda9f928fc8df26f48ca19292c
clinc150,5,0.2,30,0.2,150,8c5f1b6ce7a779cb1b55bc99214e650eb4d70c8bd94b4663e899171da0ac297d
clinc150,5,0.25,38,0.25333333333333335,150,92faffa93c751e2b33231244b716512cdbe72a3894ca2bb06c5416b05eaa65de
clinc150,5,0.3,45,0.3,150,74092e98311a1548f7d555f45f3699befd4c10779808b47acd8bd31fd6580036
clinc150,5,0.4,60,0.4,150,0e9b9975d57dc13c419d85cbf3131c1df8c126da12f2a3c6b38320ee6576e22e
clinc150,5,0.5,75,0.5,150,ff7dba93d1db3c92aafd47e4538e56add63aaf14fd0210d24217958b4f78bb18
clinc150,5,0.6,90,0.6,150,938977a168f51d6c3f69ac147d038199074e12d9caa75571e2e2a318813e4894
clinc150,5,0.7,105,0.7,150,e2f47f34dd8d8f82f7e0074f43c233f0f4909d64f9aac4ae8432144d36df10d0
clinc150,5,0.75,112,0.7466666666666667,150,18d7c61e0a578a9545ae45711fa362312a65b5d6fe5832afcb5c1e76f02cb1c7
clinc150,5,0.8,120,0.8,150,0494bfd4f740f2602b3eab78ed6f29cfa732ccee3ca00fc59c3da7c1de6ce6d2
clinc150,5,0.9,135,0.9,150,f3bbf10b5b2c275839aab5d25270c86a23bea5ca0b8be29d32b7eac9057fcb5f
clinc150,6,0.1,15,0.1,150,12e769d472dae7609f3a595dbe7177b25c626f70e3b63f69cb511e195b787204
clinc150,6,0.2,30,0.2,150,bb6659c4121ae3a3a546cd90e8530044be06a8058f8a22f44d096e34c676d21a
clinc150,6,0.25,38,0.25333333333333335,150,122d9c9f0ca742d08fe3a7954f8b640bb4fd8ce9d406b9e1da72955a5a2d7945
clinc150,6,0.3,45,0.3,150,fd0b9ed705add4d778d6b1a151463517cda79c8e0e4bc4565ed3660609129b94
clinc150,6,0.4,60,0.4,150,73cdc2a32b6c23f6baef83b22160476b6766d8fae4bb5fd2ed9adc6ac2c7aab0
clinc150,6,0.5,75,0.5,150,345cd58cadbdd38170ab4e92872099f6fd1859b39ddc712db27d95a23d0eee63
clinc150,6,0.6,90,0.6,150,bbd37462c97deb1876b3bf627f7b6d41fd4a3edfea9c82cdc53cbf18a22414a1
clinc150,6,0.7,105,0.7,150,e163047d8917eb3d69c1c77c447a4ec5c5ceec38c305e82ea3fe0e1b289ffc2d
clinc150,6,0.75,112,0.7466666666666667,150,7d1a13b8f5e6efe4bee6b9eea32793c4f1f28b000ae1e8e59fd80fd1889c4259
clinc150,6,0.8,120,0.8,150,0f25f1c4f20103918683ef93463becab9655968896336bccbb076627e655062f
clinc150,6,0.9,135,0.9,150,255a7e48a43e1edb7cbd2a150a09ed843fade45aebcac96d9666065bd0ae8f3d
clinc150,7,0.1,15,0.1,150,10357c7722f34c776adf6e557ac682dc22654773a6cebc298e2eb70eef323f02
clinc150,7,0.2,30,0.2,150,acad5ed644fc1ee9b526a99d965b6fbe4d4a14bd112d3d4aab5428133d2e0b81
clinc150,7,0.25,38,0.25333333333333335,150,55101f2bddd7a4b31c88001a1487ecdaa993cf3ed297074a501a4327d8e4f7fa
clinc150,7,0.3,45,0.3,150,7d9876ebbac83a86c3c8e3fa20bb6fa654ebab8a3c09ef1fcd7351a2575b58e5
clinc150,7,0.4,60,0.4,150,0683ac880836a6ba8513579bdd842949fa54ae3697c144ce2d5418c7c15b6d36
clinc150,7,0.5,75,0.5,150,449d7bc1d73379edd80330345570fbe9154f5ccf64a86f74d5a9b4201d95cc25
clinc150,7,0.6,90,0.6,150,0cda56886b1b000eecd8150b0c57e5aade28f2b5647dd9cf07afc652bac8cd26
clinc150,7,0.7,105,0.7,150,ecb39c864c5f640dea25c6413ea6a6e571e3b3ce0b2059e9426cdc13c58ed9b9
clinc150,7,0.75,112,0.7466666666666667,150,bd6485b8797a2300f70378a14247f62f6d3de4b8eb0c15b4f052ebf35c7e0449
clinc150,7,0.8,120,0.8,150,e693046be0ed9a057dca5c514edbe86d4d403004517d9ef7f907eecebd7a2693
clinc150,7,0.9,135,0.9,150,fb189a09a1c9c119a16372867885c5ed732ac2372f6f8b15d91ccd09ce716266
clinc150,8,0.1,15,0.1,150,dd379d97655b649544af2cf29e3f26e6f2b7473fae6f78eda116c185299ec434
clinc150,8,0.2,30,0.2,150,533505fff72486334e56b4f1b922b9980ab946b956e7ad014fc73083565ddd38
clinc150,8,0.25,38,0.25333333333333335,150,ad7eb09a5908929cf6fec8eb4391f500335901dedccd9b6f9e0e1805c9a8b2f8
clinc150,8,0.3,45,0.3,150,f9d5a79116f719a5e57efedad8bbafa9f371852d0d8bfa76f10108a5c0c035d0
clinc150,8,0.4,60,0.4,150,3906a7cdb429cd2d8a041ad7fa1a318532bbfdcfca9a9e4a7ff06813086e973b
clinc150,8,0.5,75,0.5,150,e8c479e2d7bec98aafa5ca7a53ad49985ce7534884dca4182d0aa5f66a97a7b3
clinc150,8,0.6,90,0.6,150,a9695ab0b37f8b800f33bcd1422eb9f1d80044095eea3b48c449a061280dcc96
clinc150,8,0.7,105,0.7,150,09b911bc96c489b4d46435a6974fc5007bd45fcda95fe333fb8d98976f49fa51
clinc150,8,0.75,112,0.7466666666666667,150,e800717587c70d96660b926b4aa5f906a000447d0d52943ed83541c366047992
clinc150,8,0.8,120,0.8,150,600356f0d38daed577d6bbf664dd942efdd9c69b0f459ee194e2568c3f6c020c
clinc150,8,0.9,135,0.9,150,99fbb0f321eb231542e0b6826a3d12d93869124f9798a949cff1696c9dca1a51
clinc150,87,0.1,15,0.1,150,46e2ea12ce209cbbfedaa5c9381d582c2b6153f6d4b7affdd0520da3e5cfef90
clinc150,87,0.2,30,0.2,150,5be54031e66cf52a9c1c1457df6151a6e71170404cb0cf9bb627c25e719bc999
clinc150,87,0.25,38,0.25333333333333335,150,347b7b4cbf39fe8d9a601641257f2a230aeca08f5a07fbbccd4f7b28d4e3753e
clinc150,87,0.3,45,0.3,150,73f4967d663a506fe2d820e9dde37018b769003a36406f2bd0ac99355db5d072
clinc150,87,0.4,60,0.4,150,f87456e50a75e64ae97b496c40f99e2146bde5462abb476bdef96b4cfe42883e
clinc150,87,0.5,75,0.5,150,30e1e1d6519a3c3e1976954a751fe318f1ec9f23a7b0c0b0c60f79215f18243c
clinc150,87,0.6,90,0.6,150,ad46c48cff77ccec995290a10bc74b1a095708efa549efac9c682d588daba3b6
clinc150,87,0.7,105,0.7,150,2c31cca6f63dfdb04bfcd2874d22246e86e8bc9a0578008f4489edc380fade47
clinc150,87,0.75,112,0.7466666666666667,150,48e57b22b11135ec8caf778fa9c48c9c0fffa4f65547c39f9ad29ddfb164a85f
clinc150,87,0.8,120,0.8,150,21e0bdbb3dee3bfb8c9f865ce405653f39de305756588697e8c29c12f828f264
clinc150,87,0.9,135,0.9,150,8f9fb1c94a2357d1fd19825940db67e2c9fb36c55b1e501f6a61a19ec3f9456a
clinc150,9,0.1,15,0.1,150,34dff7c9f43d2d2c25fa453a318e28e00068a12b9298c99943aea2e239b726b1
clinc150,9,0.2,30,0.2,150,b432eb1d6ea9a085d8d3ef1b01dd4a20e292c4ebebda6239694772a3c00bef77
clinc150,9,0.25,38,0.25333333333333335,150,3e712cb1c95921d00c5d0fc995b4431aac20aaeccc59b39a26095d7e0cb1f07b
clinc150,9,0.3,45,0.3,150,588e8ec817c4cc87a4f6b3e97595595abd0d222ceb5059a6f2fddf993f8e6361
clinc150,9,0.4,60,0.4,150,2dc589242f6eadb0d651ea298005b643330a3b8527430d6db6617fefe7525dfa
clinc150,9,0.5,75,0.5,150,e2d5a8d3027781501dff9bd21fea61c883cf4cfb5a697c276bdf14fe376ff5e4
clinc150,9,0.6,90,0.6,150,a6df0a8976c530a4537433e6b111670ac3edfe02a95e8dcdb23155b65b3a9285
clinc150,9,0.7,105,0.7,150,e4e11c7cc372072c2761dd3730413dd934e7477bfdd9c7a027cb7e367070382f
clinc150,9,0.75,112,0.7466666666666667,150,a7eed513e7fe2cf03abd7a1ad55572aeb606ce4f0c617eb64ff241ea5a2ff313
clinc150,9,0.8,120,0.8,150,1969f93f45ee8e0c532ca6eebb1dc10a33723daba3b36bbfb77e2bb054f73a4c
clinc150,9,0.9,135,0.9,150,bae559867756c4e25e1c797201faceab873e939d69de02897bab80d0bd3fe085
