dataset,kir,seed,representation,threshold,oos_f1,oos_precision,oos_recall,known_recall,false_accept_rate,false_reject_rate
banking77,0.5,42,frozen,0.9,0.819468024900962,0.7335359675785208,0.9282051282051282,0.6539473684210526,0.3460526315789474,0.07179487179487179
banking77,0.5,42,frozen,0.95,0.8197515904271433,0.7771395749569213,0.8673076923076923,0.7447368421052631,0.25526315789473686,0.1326923076923077
banking77,0.5,42,frozen,1.0,0.7993366500829188,0.8281786941580757,0.7724358974358975,0.8355263157894737,0.16447368421052633,0.22756410256410256
banking77,0.5,42,frozen,1.05,0.7300184162062614,0.858008658008658,0.6352564102564102,0.8921052631578947,0.10789473684210527,0.3647435897435897
banking77,0.5,42,frozen,1.1,0.61090303786933,0.8706998813760379,0.4705128205128205,0.9282894736842106,0.07171052631578947,0.5294871794871795
banking77,0.5,42,frozen,1.2,0.34407484407484407,0.9093406593406593,0.21217948717948718,0.9782894736842105,0.021710526315789475,0.7878205128205128
banking77,0.5,42,frozen,1.3,0.1285714285714286,0.9,0.06923076923076923,0.9921052631578947,0.007894736842105263,0.9307692307692308
banking77,0.5,87,trainable,0.75,0.7550572751645137,0.6091230829728667,0.992948717948718,0.3460526315789474,0.6539473684210526,0.007051282051282051
banking77,0.5,87,trainable,0.85,0.8166533226581264,0.6995884773662552,0.9807692307692307,0.5677631578947369,0.43223684210526314,0.019230769230769232
banking77,0.5,87,trainable,0.9,0.8416619876473891,0.7487512487512488,0.9608974358974359,0.6690789473684211,0.33092105263157895,0.0391025641025641
banking77,0.5,87,trainable,0.95,0.8538461538461538,0.7928571428571428,0.925,0.7519736842105263,0.24802631578947368,0.075
banking77,0.5,87,trainable,1.0,0.8554480174836091,0.8338405356055996,0.8782051282051282,0.8203947368421053,0.17960526315789474,0.12179487179487179
banking77,0.5,87,trainable,1.05,0.8345988775173325,0.8604492852280463,0.8102564102564103,0.8651315789473684,0.13486842105263158,0.18974358974358974
banking77,0.5,87,trainable,1.1,0.7909922589725544,0.8767550702028081,0.7205128205128205,0.8960526315789473,0.10394736842105264,0.2794871794871795
banking77,0.5,87,trainable,1.2,0.6298619824341279,0.9061371841155235,0.4826923076923077,0.9486842105263158,0.05131578947368421,0.5173076923076924
banking77,0.5,87,trainable,1.3,0.4102051025512757,0.9339407744874715,0.26282051282051283,0.9809210526315789,0.019078947368421053,0.7371794871794872
banking77,0.5,87,frozen,0.75,0.7518796992481204,0.6047600468201326,0.9935897435897436,0.3335526315789473,0.6664473684210527,0.00641025641025641
banking77,0.5,87,frozen,0.85,0.8085676037483266,0.6942528735632184,0.967948717948718,0.5625,0.4375,0.03205128205128205
banking77,0.5,87,frozen,0.9,0.8284258210645525,0.7418864097363083,0.9378205128205128,0.6651315789473684,0.3348684210526316,0.06217948717948718
banking77,0.5,87,frozen,0.95,0.8297680024103644,0.7828311540648095,0.8826923076923077,0.7486842105263158,0.2513157894736842,0.11730769230769231
banking77,0.5,87,frozen,1.0,0.8142344107084558,0.8296739853626082,0.7993589743589744,0.8315789473684211,0.16842105263157894,0.20064102564102565
banking77,0.5,87,frozen,1.05,0.739288307915759,0.8525963149078727,0.6525641025641026,0.8842105263157894,0.11578947368421053,0.3474358974358974
banking77,0.5,87,frozen,1.1,0.622478386167147,0.8699654775604143,0.4846153846153846,0.9256578947368421,0.07434210526315789,0.5153846153846153
banking77,0.5,87,frozen,1.2,0.3387180823345492,0.9052924791086351,0.20833333333333334,0.9776315789473684,0.02236842105263158,0.7916666666666666
banking77,0.5,87,frozen,1.3,0.15194346289752647,0.9347826086956522,0.08269230769230769,0.9940789473684211,0.0059210526315789476,0.9173076923076923
banking77,0.5,100,trainable,0.75,0.7410778443113772,0.5915869980879541,0.9916666666666667,0.2973684210526316,0.7026315789473684,0.008333333333333333
banking77,0.5,100,trainable,0.85,0.7967221781654771,0.6779127305443094,0.966025641025641,0.5289473684210526,0.4710526315789474,0.03397435897435897
banking77,0.5,100,trainable,0.9,0.8241262683201803,0.7354124748490946,0.9371794871794872,0.6539473684210526,0.3460526315789474,0.06282051282051282
banking77,0.5,100,trainable,0.95,0.8298129149064575,0.7839224629418472,0.8814102564102564,0.7506578947368421,0.2493421052631579,0.11858974358974358
banking77,0.5,100,trainable,1.0,0.8259473346178549,0.8275418275418276,0.8243589743589743,0.8236842105263158,0.1763157894736842,0.17564102564102563
banking77,0.5,100,trainable,1.05,0.7977839335180055,0.8674698795180723,0.7384615384615385,0.8842105263157894,0.11578947368421053,0.26153846153846155
banking77,0.5,100,trainable,1.1,0.7442034405385191,0.8931777378815081,0.6378205128205128,0.9217105263157894,0.07828947368421052,0.36217948717948717
banking77,0.5,100,trainable,1.2,0.5238970588235293,0.9253246753246753,0.36538461538461536,0.9697368421052631,0.030263157894736843,0.6346153846153846
banking77,0.5,100,trainable,1.3,0.26887052341597795,0.9568627450980393,0.1564102564102564,0.9927631578947368,0.007236842105263158,0.8435897435897436
banking77,0.5,100,frozen,0.75,0.7449939686369119,0.5972920696324951,0.9897435897435898,0.31513157894736843,0.6848684210526316,0.010256410256410256
banking77,0.5,100,frozen,0.85,0.7937701396348011,0.6829944547134935,0.9474358974358974,0.5486842105263158,0.4513157894736842,0.052564102564102565
banking77,0.5,100,frozen,0.9,0.8055235903337169,0.7306889352818372,0.8974358974358975,0.6605263157894736,0.3394736842105263,0.10256410256410256
banking77,0.5,100,frozen,0.95,0.8038545228473732,0.7803258901629451,0.8288461538461539,0.7605263157894737,0.2394736842105263,0.17115384615384616
banking77,0.5,100,frozen,1.0,0.7850151873101586,0.8289379900213828,0.7455128205128205,0.8421052631578947,0.15789473684210525,0.25448717948717947
banking77,0.5,100,frozen,1.05,0.7123185708969111,0.8491570541259982,0.6134615384615385,0.8881578947368421,0.1118421052631579,0.38653846153846155
banking77,0.5,100,frozen,1.1,0.6178184845961698,0.8812351543942993,0.4756410256410256,0.9342105263157895,0.06578947368421052,0.5243589743589744
banking77,0.5,100,frozen,1.2,0.3854692230070636,0.9052132701421801,0.24487179487179486,0.9736842105263158,0.02631578947368421,0.7551282051282051
banking77,0.5,100,frozen,1.3,0.19551466359976996,0.9497206703910615,0.10897435897435898,0.9940789473684211,0.0059210526315789476,0.8910256410256411
banking77,0.5,123,trainable,0.75,0.7521951219512195,0.6070866141732284,0.9884615384615385,0.34342105263157896,0.656578947368421,0.011538461538461539
banking77,0.5,123,trainable,0.85,0.7984913793103448,0.6886617100371747,0.95,0.5592105263157895,0.4407894736842105,0.05
banking77,0.5,123,trainable,0.9,0.8176352705410822,0.7387480600103467,0.9153846153846154,0.6677631578947368,0.33223684210526316,0.08461538461538462
banking77,0.5,123,trainable,0.95,0.8287191968360207,0.7886508396062536,0.8730769230769231,0.7598684210526316,0.24013157894736842,0.12692307692307692
banking77,0.5,123,trainable,1.0,0.809165302782324,0.8267558528428094,0.7923076923076923,0.8296052631578947,0.17039473684210527,0.2076923076923077
banking77,0.5,123,trainable,1.05,0.7649964714184898,0.8508634222919937,0.6948717948717948,0.875,0.125,0.30512820512820515
banking77,0.5,123,trainable,1.1,0.6965250965250965,0.8757281553398059,0.5782051282051283,0.9157894736842105,0.08421052631578947,0.4217948717948718
banking77,0.5,123,trainable,1.2,0.5071461502996772,0.90311986863711,0.3525641025641026,0.9611842105263158,0.03881578947368421,0.6474358974358975
banking77,0.5,123,trainable,1.3,0.29525862068965514,0.9256756756756757,0.17564102564102563,0.9855263157894737,0.014473684210526316,0.8243589743589743
banking77,0.5,123,frozen,0.75,0.7474502185526954,0.6016419077404223,0.9865384615384616,0.32960526315789473,0.6703947368421053,0.013461538461538462
banking77,0.5,123,frozen,0.85,0.7889610389610389,0.6825842696629213,0.9346153846153846,0.5539473684210526,0.44605263157894737,0.06538461538461539
banking77,0.5,123,frozen,0.9,0.80487097709481,0.7347803070407624,0.8897435897435897,0.6703947368421053,0.32960526315789473,0.11025641025641025
banking77,0.5,123,frozen,0.95,0.8008766437069504,0.7827417380660955,0.8198717948717948,0.7664473684210527,0.23355263157894737,0.18012820512820513
banking77,0.5,123,frozen,1.0,0.7698686938493434,0.8350824587706147,0.7141025641025641,0.8552631578947368,0.14473684210526316,0.2858974358974359
banking77,0.5,123,frozen,1.05,0.6815728604471858,0.8549323017408124,0.5666666666666667,0.9013157894736842,0.09868421052631579,0.43333333333333335
banking77,0.5,123,frozen,1.1,0.5674740484429065,0.8723404255319149,0.4205128205128205,0.9368421052631579,0.06315789473684211,0.5794871794871795
banking77,0.5,123,frozen,1.2,0.3021890016017085,0.9041533546325878,0.1814102564102564,0.9802631578947368,0.019736842105263157,0.8185897435897436
banking77,0.5,123,frozen,1.3,0.11531531531531532,0.9142857142857143,0.06153846153846154,0.9940789473684211,0.0059210526315789476,0.9384615384615385
banking77,0.75,13,trainable,0.75,0.47338403041825095,0.31176961602671116,0.9828947368421053,0.2892241379310345,0.7107758620689655,0.017105263157894738
banking77,0.75,13,trainable,0.85,0.5683145192681978,0.4035378662244334,0.9605263157894737,0.5349137931034482,0.4650862068965517,0.039473684210526314
banking77,0.75,13,trainable,0.9,0.6253869969040247,0.4710193204530313,0.9302631578947368,0.6577586206896552,0.3422413793103448,0.06973684210526315
banking77,0.75,13,trainable,0.95,0.6583291645822911,0.5310734463276836,0.8657894736842106,0.7495689655172414,0.2504310344827586,0.13421052631578947
banking77,0.75,13,trainable,1.0,0.6601269474899019,0.5878725590955807,0.7526315789473684,0.8271551724137931,0.1728448275862069,0.24736842105263157
banking77,0.75,13,trainable,1.05,0.6105834464043418,0.6302521008403361,0.5921052631578947,0.8862068965517241,0.11379310344827587,0.40789473684210525
banking77,0.75,13,trainable,1.1,0.5089141004862237,0.6624472573839663,0.4131578947368421,0.9310344827586207,0.06896551724137931,0.5868421052631579
banking77,0.75,13,trainable,1.2,0.3216494845360825,0.7428571428571429,0.20526315789473684,0.9767241379310345,0.02327586206896552,0.7947368421052632
banking77,0.75,13,trainable,1.3,0.1809635722679201,0.8461538461538461,0.1013157894736842,0.9939655172413793,0.00603448275862069,0.8986842105263158
banking77,0.75,13,frozen,0.75,0.4822236586942469,0.3196229648671808,0.9815789473684211,0.31551724137931036,0.6844827586206896,0.018421052631578946
banking77,0.75,13,frozen,0.85,0.5608000000000001,0.4028735632183908,0.9223684210526316,0.5521551724137931,0.4478448275862069,0.07763157894736843
banking77,0.75,13,frozen,0.9,0.595608417200366,0.45652173913043476,0.8565789473684211,0.665948275862069,0.33405172413793105,0.14342105263157895
banking77,0.75,13,frozen,0.95,0.5973045822102425,0.5059360730593607,0.7289473684210527,0.7668103448275863,0.2331896551724138,0.2710526315789474
banking77,0.75,13,frozen,1.0,0.5827984595635429,0.568922305764411,0.5973684210526315,0.8517241379310345,0.1482758620689655,0.4026315789473684
banking77,0.75,13,frozen,1.05,0.4924012158054711,0.5827338129496403,0.4263157894736842,0.9,0.1,0.5736842105263158
banking77,0.75,13,frozen,1.1,0.3813786929274843,0.5966386554621849,0.2802631578947368,0.9379310344827586,0.06206896551724138,0.7197368421052631
banking77,0.75,13,frozen,1.2,0.20535714285714282,0.6764705882352942,0.12105263157894737,0.9810344827586207,0.01896551724137931,0.8789473684210526
banking77,0.75,13,frozen,1.3,0.12318840579710146,0.75,0.06710526315789474,0.9926724137931034,0.007327586206896552,0.9328947368421052
banking77,0.75,42,trainable,0.75,0.48741123305358297,0.3229255774165954,0.993421052631579,0.3176724137931034,0.6823275862068966,0.006578947368421052
banking77,0.75,42,trainable,0.85,0.5872206977655822,0.41820212171970966,0.9855263157894737,0.5508620689655173,0.44913793103448274,0.014473684210526316
banking77,0.75,42,trainable,0.9,0.6419213973799126,0.4803921568627451,0.9671052631578947,0.6573275862068966,0.3426724137931034,0.03289473684210526
banking77,0.75,42,trainable,0.95,0.6858536585365853,0.5449612403100775,0.925,0.7469827586206896,0.25301724137931036,0.075
banking77,0.75,42,trainable,1.0,0.7272727272727273,0.6255924170616114,0.868421052631579,0.8297413793103449,0.17025862068965517,0.13157894736842105
banking77,0.75,42,trainable,1.05,0.7241379310344828,0.6805555555555556,0.7736842105263158,0.8810344827586207,0.11896551724137931,0.22631578947368422
banking77,0.75,42,trainable,1.1,0.675997200839748,0.7219730941704036,0.6355263157894737,0.9198275862068965,0.08017241379310344,0.36447368421052634
banking77,0.75,42,trainable,1.2,0.45149253731343286,0.7756410256410257,0.31842105263157894,0.9698275862068966,0.03017241379310345,0.6815789473684211
banking77,0.75,42,trainable,1.3,0.24296962879640044,0.8372093023255814,0.14210526315789473,0.990948275862069,0.009051724137931035,0.8578947368421053
banking77,0.75,42,frozen,0.75,0.4888023369036027,0.3244291253769927,0.9907894736842106,0.32413793103448274,0.6758620689655173,0.009210526315789473
banking77,0.75,42,frozen,0.85,0.5780439121756487,0.41489971346704874,0.9526315789473684,0.5599137931034484,0.4400862068965517,0.04736842105263158
banking77,0.75,42,frozen,0.9,0.6216216216216216,0.4726027397260274,0.9078947368421053,0.6681034482758621,0.33189655172413796,0.09210526315789473
banking77,0.75,42,frozen,0.95,0.6491769547325102,0.5329391891891891,0.8302631578947368,0.7616379310344827,0.23836206896551723,0.16973684210526316
banking77,0.75,42,frozen,1.0,0.6482504604051565,0.6075949367088608,0.6947368421052632,0.8530172413793103,0.14698275862068966,0.30526315789473685
banking77,0.75,42,frozen,1.05,0.5820029027576198,0.6488673139158576,0.5276315789473685,0.9064655172413794,0.0935344827586207,0.4723684210526316
banking77,0.75,42,frozen,1.1,0.45556514236410706,0.6616541353383458,0.3473684210526316,0.9418103448275862,0.05818965517241379,0.6526315789473685
banking77,0.75,42,frozen,1.2,0.21875000000000003,0.7205882352941176,0.12894736842105264,0.9836206896551725,0.016379310344827588,0.8710526315789474
banking77,0.75,42,frozen,1.3,0.08888888888888888,0.72,0.04736842105263158,0.9939655172413793,0.00603448275862069,0.9526315789473684
banking77,0.75,87,trainable,0.75,0.4872044055717525,0.32316287064890414,0.9894736842105263,0.3211206896551724,0.6788793103448276,0.010526315789473684
banking77,0.75,87,trainable,0.85,0.5796757611704231,0.4143583945732052,0.9644736842105263,0.5534482758620689,0.44655172413793104,0.035526315789473684
banking77,0.75,87,trainable,0.9,0.6310207688908529,0.4750499001996008,0.9394736842105263,0.6599137931034482,0.3400862068965517,0.060526315789473685
banking77,0.75,87,trainable,0.95,0.6709613478691774,0.5381558028616852,0.8907894736842106,0.7495689655172414,0.2504310344827586,0.10921052631578948
banking77,0.75,87,trainable,1.0,0.6984478935698447,0.603448275862069,0.8289473684210527,0.8215517241379311,0.17844827586206896,0.17105263157894737
banking77,0.75,87,trainable,1.05,0.7154271665642288,0.671280276816609,0.7657894736842106,0.8771551724137931,0.12284482758620689,0.23421052631578948
banking77,0.75,87,trainable,1.1,0.6790633608815427,0.7124277456647399,0.6486842105263158,0.9142241379310345,0.08577586206896552,0.3513157894736842
banking77,0.75,87,trainable,1.2,0.5,0.7553191489361702,0.3736842105263158,0.9603448275862069,0.039655172413793106,0.6263157894736842
banking77,0.75,87,trainable,1.3,0.29189189189189185,0.8181818181818182,0.17763157894736842,0.9870689655172413,0.01293103448275862,0.8223684210526315
banking77,0.75,87,frozen,0.75,0.4833171363783609,0.3205844434894714,0.9815789473684211,0.31853448275862073,0.6814655172413793,0.018421052631578946
banking77,0.75,87,frozen,0.85,0.5606425702811245,0.40346820809248557,0.9184210526315789,0.5551724137931034,0.44482758620689655,0.08157894736842106
banking77,0.75,87,frozen,0.9,0.5985467756584923,0.45700416088765605,0.8671052631578947,0.6625,0.3375,0.13289473684210526
banking77,0.75,87,frozen,0.95,0.6237571951857666,0.5178105994787141,0.7842105263157895,0.7607758620689655,0.23922413793103448,0.21578947368421053
banking77,0.75,87,frozen,1.0,0.6253101736972705,0.5915492957746479,0.6631578947368421,0.85,0.15,0.3368421052631579
banking77,0.75,87,frozen,1.05,0.5653761869978087,0.6354679802955665,0.5092105263157894,0.9043103448275862,0.09568965517241379,0.49078947368421055
banking77,0.75,87,frozen,1.1,0.45462402765773563,0.6624685138539043,0.3460526315789474,0.9422413793103448,0.05775862068965517,0.6539473684210526
banking77,0.75,87,frozen,1.2,0.2222222222222222,0.7142857142857143,0.13157894736842105,0.9827586206896551,0.017241379310344827,0.868421052631579
banking77,0.75,87,frozen,1.3,0.074719800747198,0.6976744186046512,0.039473684210526314,0.9943965517241379,0.005603448275862069,0.9605263157894737
banking77,0.75,100,trainable,0.75,0.4893341952165482,0.32433590402742074,0.9960526315789474,0.32025862068965516,0.6797413793103448,0.003947368421052632
banking77,0.75,100,trainable,0.85,0.5814138204924543,0.41638225255972694,0.9631578947368421,0.5577586206896552,0.44224137931034485,0.03684210526315789
banking77,0.75,100,trainable,0.9,0.6283422459893048,0.4750673854447439,0.9276315789473685,0.6642241379310345,0.33577586206896554,0.07236842105263158
banking77,0.75,100,trainable,0.95,0.6666666666666667,0.538961038961039,0.8736842105263158,0.7551724137931035,0.24482758620689654,0.12631578947368421
banking77,0.75,100,trainable,1.0,0.6801573917931422,0.5937193326790972,0.7960526315789473,0.8215517241379311,0.17844827586206896,0.20394736842105263
banking77,0.75,100,trainable,1.05,0.6873417721518987,0.6621951219512195,0.7144736842105263,0.880603448275862,0.11939655172413793,0.2855263157894737
banking77,0.75,100,trainable,1.1,0.6610049539985845,0.7151607963246555,0.6144736842105263,0.9198275862068965,0.08017241379310344,0.38552631578947366
banking77,0.75,100,trainable,1.2,0.4750679963735267,0.7638483965014577,0.3447368421052632,0.9650862068965518,0.034913793103448276,0.6552631578947369
banking77,0.75,100,trainable,1.3,0.26077348066298345,0.8137931034482758,0.15526315789473685,0.9883620689655173,0.01163793103448276,0.8447368421052631
banking77,0.75,100,frozen,0.75,0.4821600771456123,0.31901318587834965,0.9868421052631579,0.30991379310344824,0.6900862068965518,0.013157894736842105
banking77,0.75,100,frozen,0.85,0.5545023696682464,0.3961625282167043,0.9236842105263158,0.5387931034482758,0.46120689655172414,0.07631578947368421
banking77,0.75,100,frozen,0.9,0.5866302864938608,0.448227936066713,0.8486842105263158,0.6577586206896552,0.3422413793103448,0.1513157894736842
banking77,0.75,100,frozen,0.95,0.6061571125265394,0.5080071174377224,0.7513157894736842,0.7616379310344827,0.23836206896551723,0.24868421052631579
banking77,0.75,100,frozen,1.0,0.6064434617814276,0.583232077764277,0.631578947368421,0.8521551724137931,0.1478448275862069,0.3684210526315789
banking77,0.75,100,frozen,1.05,0.5482682387619751,0.6231155778894473,0.48947368421052634,0.9030172413793104,0.09698275862068965,0.5105263157894737
banking77,0.75,100,frozen,1.1,0.43120070113935144,0.6456692913385826,0.3236842105263158,0.9418103448275862,0.05818965517241379,0.6763157894736842
banking77,0.75,100,frozen,1.2,0.2192691029900332,0.6923076923076923,0.13026315789473683,0.9810344827586207,0.01896551724137931,0.8697368421052631
banking77,0.75,100,frozen,1.3,0.086848635235732,0.7608695652173914,0.046052631578947366,0.9952586206896552,0.0047413793103448275,0.9539473684210527
banking77,0.75,123,trainable,0.75,0.48543689320388356,0.3218884120171674,0.9868421052631579,0.31896551724137934,0.6810344827586207,0.013157894736842105
banking77,0.75,123,trainable,0.85,0.574367088607595,0.4106334841628959,0.9552631578947368,0.5508620689655173,0.44913793103448274,0.04473684210526316
banking77,0.75,123,trainable,0.9,0.6162843004948269,0.46821599453178403,0.9013157894736842,0.6646551724137931,0.3353448275862069,0.09868421052631579
banking77,0.75,123,trainable,0.95,0.6470886075949367,0.5259259259259259,0.8407894736842105,0.7517241379310344,0.2482758620689655,0.15921052631578947
banking77,0.75,123,trainable,1.0,0.6666666666666667,0.5856573705179283,0.7736842105263158,0.8206896551724138,0.1793103448275862,0.22631578947368422
banking77,0.75,123,trainable,1.05,0.6555269922879177,0.6407035175879398,0.6710526315789473,0.8767241379310344,0.12327586206896551,0.32894736842105265
banking77,0.75,123,trainable,1.1,0.611764705882353,0.6933333333333334,0.5473684210526316,0.9206896551724137,0.07931034482758621,0.45263157894736844
banking77,0.75,123,trainable,1.2,0.43387250237868696,0.7835051546391752,0.3,0.9728448275862069,0.027155172413793102,0.7
banking77,0.75,123,trainable,1.3,0.20253164556962025,0.8073394495412844,0.11578947368421053,0.990948275862069,0.009051724137931035,0.8842105263157894
banking77,0.75,123,frozen,0.75,0.48266925817946227,0.32015470562956594,0.9802631578947368,0.3181034482758621,0.6818965517241379,0.019736842105263157
banking77,0.75,123,frozen,0.85,0.5641646489104116,0.40686845168800934,0.9197368421052632,0.5607758620689656,0.4392241379310345,0.08026315789473684
banking77,0.75,123,frozen,0.9,0.6108555657773689,0.4695898161244696,0.8736842105263158,0.6767241379310345,0.3232758620689655,0.12631578947368421
banking77,0.75,123,frozen,0.95,0.6233351092168353,0.5237242614145031,0.7697368421052632,0.7706896551724138,0.2293103448275862,0.23026315789473684
banking77,0.75,123,frozen,1.0,0.6227848101265823,0.6,0.6473684210526316,0.8586206896551725,0.1413793103448276,0.3526315789473684
banking77,0.75,123,frozen,1.05,0.5458612975391498,0.6299483648881239,0.48157894736842105,0.9073275862068966,0.09267241379310345,0.5184210526315789
banking77,0.75,123,frozen,1.1,0.4387665198237886,0.664,0.32763157894736844,0.9456896551724138,0.054310344827586204,0.6723684210526316
banking77,0.75,123,frozen,1.2,0.2702702702702703,0.7575757575757576,0.16447368421052633,0.9827586206896551,0.017241379310344827,0.8355263157894737
banking77,0.75,123,frozen,1.3,0.12091898428053204,0.746268656716418,0.06578947368421052,0.9926724137931034,0.007327586206896552,0.9342105263157895
stackoverflow,0.25,13,trainable,0.75,0.8624292972869332,0.7583881301635474,0.9995555555555555,0.04466666666666663,0.9553333333333334,0.00044444444444444447
stackoverflow,0.25,13,trainable,0.85,0.8920906200317965,0.8067936736161035,0.9975555555555555,0.2833333333333333,0.7166666666666667,0.0024444444444444444
stackoverflow,0.25,13,trainable,0.9,0.9200828157349895,0.8612403100775193,0.9875555555555555,0.5226666666666666,0.47733333333333333,0.012444444444444444
stackoverflow,0.25,13,trainable,0.95,0.9418252595155708,0.9172283066554339,0.9677777777777777,0.738,0.262,0.03222222222222222
stackoverflow,0.25,13,trainable,1.0,0.9348581679560489,0.9434261145055443,0.9264444444444444,0.8333333333333334,0.16666666666666666,0.07355555555555555
stackoverflow,0.25,13,trainable,1.05,0.807176045431079,0.9627463054187192,0.6948888888888889,0.9193333333333333,0.08066666666666666,0.3051111111111111
stackoverflow,0.25,13,trainable,1.1,0.292508020381204,0.9699624530663329,0.17222222222222222,0.984,0.016,0.8277777777777777
stackoverflow,0.25,13,trainable,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,13,trainable,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,13,frozen,0.75,0.8621813302664367,0.7580047185709471,0.9995555555555555,0.04266666666666663,0.9573333333333334,0.00044444444444444447
stackoverflow,0.25,13,frozen,0.85,0.8911834789515488,0.8054558506819813,0.9973333333333333,0.2773333333333333,0.7226666666666667,0.0026666666666666666
stackoverflow,0.25,13,frozen,0.9,0.9201033591731267,0.860096618357488,0.9891111111111112,0.5173333333333333,0.4826666666666667,0.010888888888888889
stackoverflow,0.25,13,frozen,0.95,0.9422807206818427,0.9157055986579996,0.9704444444444444,0.732,0.268,0.029555555555555557
stackoverflow,0.25,13,frozen,1.0,0.9337532336070183,0.945342746526987,0.9224444444444444,0.84,0.16,0.07755555555555556
stackoverflow,0.25,13,frozen,1.05,0.762825678216492,0.9640190088255262,0.6311111111111111,0.9293333333333333,0.07066666666666667,0.3688888888888889
stackoverflow,0.25,13,frozen,1.1,0.13973619126133552,0.9630681818181818,0.07533333333333334,0.9913333333333333,0.008666666666666666,0.9246666666666666
stackoverflow,0.25,13,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,13,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,42,trainable,0.75,0.9277731788079471,0.8681254841208366,0.9962222222222222,0.546,0.454,0.003777777777777778
stackoverflow,0.25,42,trainable,0.85,0.9545600342136212,0.9198433958376262,0.992,0.7406666666666666,0.25933333333333336,0.008
stackoverflow,0.25,42,trainable,0.9,0.9594988659682472,0.9333893675141837,0.9871111111111112,0.7886666666666666,0.21133333333333335,0.012888888888888889
stackoverflow,0.25,42,trainable,0.95,0.960959651035987,0.9434689507494647,0.9791111111111112,0.8240000000000001,0.176,0.020888888888888887
stackoverflow,0.25,42,trainable,1.0,0.9546207353428289,0.9486504279131007,0.9606666666666667,0.844,0.156,0.03933333333333333
stackoverflow,0.25,42,trainable,1.05,0.9432983880058619,0.9572180279112331,0.9297777777777778,0.8753333333333333,0.12466666666666666,0.07022222222222223
stackoverflow,0.25,42,trainable,1.1,0.9228634208395975,0.9621413069688932,0.8866666666666667,0.8953333333333333,0.10466666666666667,0.11333333333333333
stackoverflow,0.25,42,trainable,1.2,0.8537313432835821,0.9694915254237289,0.7626666666666667,0.928,0.072,0.23733333333333334
stackoverflow,0.25,42,trainable,1.3,0.7485926129342305,0.9795185052102048,0.6057777777777777,0.962,0.038,0.3942222222222222
stackoverflow,0.25,42,frozen,0.75,0.863780359028511,0.7603515294912963,0.9997777777777778,0.05466666666666664,0.9453333333333334,0.00022222222222222223
stackoverflow,0.25,42,frozen,0.85,0.8974615230861483,0.815474028332728,0.9977777777777778,0.32266666666666666,0.6773333333333333,0.0022222222222222222
stackoverflow,0.25,42,frozen,0.9,0.9197454844006568,0.8545003813882532,0.9957777777777778,0.4913333333333333,0.5086666666666667,0.004222222222222222
stackoverflow,0.25,42,frozen,0.95,0.9316301957910167,0.8808156800633538,0.9886666666666667,0.5986666666666667,0.4013333333333333,0.011333333333333334
stackoverflow,0.25,42,frozen,1.0,0.8654145232683335,0.9372894532262244,0.8037777777777778,0.8386666666666667,0.16133333333333333,0.19622222222222221
stackoverflow,0.25,42,frozen,1.05,0.2561423873089572,0.9895366218236173,0.1471111111111111,0.9953333333333333,0.004666666666666667,0.8528888888888889
stackoverflow,0.25,42,frozen,1.1,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,42,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,42,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,87,trainable,0.75,0.9200368588102795,0.8530472754888931,0.9984444444444445,0.484,0.516,0.0015555555555555555
stackoverflow,0.25,87,trainable,0.85,0.9517124016166773,0.9126886984904121,0.9942222222222222,0.7146666666666667,0.2853333333333333,0.0057777777777777775
stackoverflow,0.25,87,trainable,0.9,0.9584094572810318,0.9279916753381894,0.9908888888888889,0.7693333333333333,0.23066666666666666,0.009111111111111111
stackoverflow,0.25,87,trainable,0.95,0.9621985661525092,0.9411389715257119,0.9842222222222222,0.8153333333333334,0.18466666666666667,0.01577777777777778
stackoverflow,0.25,87,trainable,1.0,0.961905807443188,0.9505315686699934,0.9735555555555555,0.848,0.152,0.026444444444444444
stackoverflow,0.25,87,trainable,1.05,0.9555431754874651,0.9582122905027933,0.9528888888888889,0.8753333333333333,0.12466666666666666,0.04711111111111111
stackoverflow,0.25,87,trainable,1.1,0.94385845525689,0.9638637943015983,0.9246666666666666,0.896,0.104,0.07533333333333334
stackoverflow,0.25,87,trainable,1.2,0.8968244457759138,0.9732119635890767,0.8315555555555556,0.9313333333333333,0.06866666666666667,0.16844444444444445
stackoverflow,0.25,87,trainable,1.3,0.816103896103896,0.981875,0.6982222222222222,0.9613333333333334,0.03866666666666667,0.30177777777777776
stackoverflow,0.25,87,frozen,0.75,0.8588605782994561,0.7526342197691922,1.0,0.014000000000000012,0.986,0.0
stackoverflow,0.25,87,frozen,0.85,0.8811599882433624,0.7879796740844577,0.9993333333333333,0.19333333333333336,0.8066666666666666,0.0006666666666666666
